room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8275913,34923740,Shared room,,Eastern Suburbs,3,3.5,8,1.0,89.0,,-33.89104,151.273837,2017-01-25 14:26:25.585384
16485041,108237613,Shared room,,Central Western Sydney,0,0.0,4,1.0,90.0,,-33.81941,150.998966,2017-01-25 14:26:25.579818
10320243,40645864,Shared room,,Inner Sydney,2,0.0,2,1.0,70.0,,-33.906113,151.20896,2017-01-25 14:26:14.944630
8275898,34923740,Shared room,,Eastern Suburbs,5,4.0,8,1.0,59.0,,-33.890847,151.272428,2017-01-25 14:26:12.402076
12801773,10167061,Shared room,,Northern Beaches,4,5.0,2,1.0,39.0,,-33.804638,151.284622,2017-01-25 14:26:08.536188
13287840,1250499,Shared room,,Eastern Suburbs,0,0.0,2,1.0,258.0,,-33.892002,151.274872,2017-01-25 14:26:03.975393
12981421,71473668,Shared room,,Inner Western Sydney,6,3.5,1,1.0,234.0,,-33.884906,151.084259,2017-01-25 14:26:03.970070
5971289,28837657,Shared room,,Northern Beaches,0,0.0,2,1.0,234.0,,-33.805825,151.288917,2017-01-25 14:26:03.967559
16133060,36089529,Shared room,,Lower Northern Sydney,0,0.0,2,1.0,222.0,,-33.847101,151.210293,2017-01-25 14:26:03.964705
9942469,51096785,Shared room,,Inner Sydney,1,0.0,6,1.0,195.0,,-33.871315,151.222892,2017-01-25 14:26:02.925889
12860774,70298528,Shared room,,Inner Sydney,0,0.0,1,1.0,195.0,,-33.872102,151.195907,2017-01-25 14:26:02.922172
13143645,73284964,Shared room,,Eastern Suburbs,0,0.0,2,1.0,156.0,,-33.914356,151.243936,2017-01-25 14:26:02.237200
10156457,52126776,Shared room,,Inner Sydney,0,0.0,2,1.0,155.0,,-33.925279,151.226762,2017-01-25 14:26:02.233400
11681688,60951892,Shared room,,Inner Sydney,0,0.0,1,1.0,157.0,,-33.895919,151.173606,2017-01-25 14:26:02.230891
16118731,69308351,Shared room,,Inner Sydney,0,0.0,6,1.0,147.0,,-33.867691,151.208676,2017-01-25 14:26:02.227566
10203711,52420976,Shared room,,Inner Sydney,0,0.0,1,1.0,155.0,,-33.905178,151.211283,2017-01-25 14:26:02.224945
15076582,29716820,Shared room,,Inner Sydney,1,0.0,1,1.0,157.0,,-33.895761,151.181632,2017-01-25 14:26:02.222003
16181029,54670170,Shared room,,Inner Sydney,1,0.0,4,1.0,105.0,,-33.873081,151.196577,2017-01-25 14:26:00.600962
13900548,907938,Shared room,,Eastern Suburbs,1,0.0,3,1.0,117.0,,-33.904068,151.267422,2017-01-25 14:26:00.598175
12567766,55603745,Shared room,,Inner Sydney,1,0.0,4,1.0,102.0,,-33.854238,151.17864,2017-01-25 14:25:59.424352
4582454,23597108,Shared room,,Northern Beaches,0,0.0,2,1.0,102.0,,-33.661051,151.32142,2017-01-25 14:25:59.421194
16357380,97434038,Shared room,,Inner Sydney,1,0.0,2,1.0,87.0,,-33.876406,151.205506,2017-01-25 14:25:59.417898
16082744,25009294,Shared room,,Central Northern Sydney,0,0.0,4,1.0,102.0,,-33.779177,151.197421,2017-01-25 14:25:59.414763
10147460,24886625,Shared room,,Inner Sydney,0,0.0,2,1.0,93.0,,-33.881104,151.195146,2017-01-25 14:25:59.411469
16303794,97434038,Shared room,,Inner Sydney,0,0.0,2,1.0,95.0,,-33.876236,151.203053,2017-01-25 14:25:59.407261
3586074,18067386,Shared room,,Inner Sydney,4,5.0,2,1.0,94.0,,-33.88549,151.223832,2017-01-25 14:25:59.403023
16547197,87843963,Shared room,,Eastern Suburbs,1,0.0,2,1.0,102.0,,-33.88727,151.272557,2017-01-25 14:25:59.400713
10215782,52492816,Shared room,,Inner Sydney,1,0.0,2,1.0,100.0,,-33.879056,151.196529,2017-01-25 14:25:59.385814
5644804,24161822,Shared room,,Inner Sydney,5,4.5,2,1.0,66.0,,-33.896536,151.182168,2017-01-25 14:25:58.049849
10812271,55979918,Shared room,,Lower Northern Sydney,0,0.0,2,1.0,70.0,,-33.789015,151.086344,2017-01-25 14:25:58.047743
7471411,38799083,Shared room,,Inner Western Sydney,19,4.0,3,1.0,70.0,,-33.871017,151.097032,2017-01-25 14:25:58.044097
12873453,70413314,Shared room,,Eastern Suburbs,3,5.0,1,1.0,66.0,,-33.886476,151.266736,2017-01-25 14:25:58.041035
4343296,13517647,Shared room,,Northern Beaches,0,0.0,2,1.0,78.0,,-33.796891,151.285419,2017-01-25 14:25:58.038917
5653947,29302932,Shared room,,Lower Northern Sydney,4,4.5,2,1.0,63.0,,-33.822825,151.098022,2017-01-25 14:25:58.036106
16178391,70256135,Shared room,,Lower Northern Sydney,0,0.0,3,1.0,63.0,,-33.798334,151.181294,2017-01-25 14:25:58.033964
13318796,5963064,Shared room,,Lower Northern Sydney,1,0.0,2,1.0,78.0,,-33.836621,151.204454,2017-01-25 14:25:58.031808
14984622,10085028,Shared room,,Inner Sydney,2,0.0,1,1.0,78.0,,-33.87777,151.221957,2017-01-25 14:25:58.029688
13790226,11247329,Shared room,,Inner Sydney,0,0.0,4,1.0,74.0,,-33.875924,151.204837,2017-01-25 14:25:58.027477
14933103,82861200,Shared room,,Eastern Suburbs,1,0.0,1,1.0,80.0,,-33.954161,151.247734,2017-01-25 14:25:57.120283
16511410,108328755,Shared room,,Inner Sydney,0,0.0,2,1.0,76.0,,-33.875221,151.174769,2017-01-25 14:25:57.117677
16440518,107810110,Shared room,,Eastern Suburbs,0,0.0,1,1.0,82.0,,-33.945108,151.257222,2017-01-25 14:25:57.114753
16511073,108313355,Shared room,,Inner Sydney,1,0.0,2,1.0,79.0,,-33.856072,151.200917,2017-01-25 14:25:57.112499
16678430,105734083,Shared room,,Inner Sydney,0,0.0,2,1.0,70.0,,-33.874055,151.196805,2017-01-25 14:25:57.109816
16521162,108221824,Shared room,,Eastern Suburbs,1,0.0,2,1.0,63.0,,-33.945324,151.248757,2017-01-25 14:25:57.107486
15035623,94953602,Shared room,,Inner Sydney,0,0.0,1,1.0,70.0,,-33.884212,151.194991,2017-01-25 14:25:57.104483
10254115,52712976,Shared room,,Inner Sydney,1,0.0,2,1.0,70.0,,-33.879493,151.19752,2017-01-25 14:25:57.102030
6080094,31560919,Shared room,,Inner Sydney,0,0.0,2,1.0,78.0,,-33.88835,151.217623,2017-01-25 14:25:57.099582
16260142,91959446,Shared room,,Inner Sydney,0,0.0,2,1.0,78.0,,-33.878504,151.220289,2017-01-25 14:25:57.097011
16590780,108973981,Shared room,,Eastern Suburbs,0,0.0,1,1.0,72.0,,-33.976904,151.25088,2017-01-25 14:25:57.094334
4883654,25124690,Shared room,,Eastern Suburbs,0,0.0,1,1.0,77.0,,-33.909613,151.238895,2017-01-25 14:25:57.091714
15987735,27731791,Shared room,,Inner Sydney,0,0.0,1,1.0,78.0,,-33.877848,151.205917,2017-01-25 14:25:57.087587
12410009,67113901,Shared room,,Lower Northern Sydney,0,0.0,2,1.0,66.0,,-33.838636,151.209481,2017-01-25 14:25:57.085104
16002892,99043515,Shared room,,Blacktown,1,0.0,5,1.0,70.0,,-33.732302,150.939911,2017-01-25 14:25:57.082683
16829658,6202544,Shared room,,Inner Sydney,0,0.0,1,1.0,63.0,,-33.877432,151.205147,2017-01-25 14:25:57.080313
14892109,93437100,Shared room,,Northern Beaches,4,5.0,2,1.0,74.0,,-33.787966,151.270589,2017-01-25 14:25:57.077671
9565499,49378791,Shared room,,Eastern Suburbs,2,0.0,2,1.0,43.0,,-33.887496,151.243949,2017-01-25 14:25:56.026313
2210997,11278162,Shared room,,Inner Sydney,3,4.5,6,1.0,57.0,,-33.870253,151.19827,2017-01-25 14:25:56.023517
6498122,33938871,Shared room,,Inner Western Sydney,19,4.5,1,1.0,48.0,,-33.825781,151.089025,2017-01-25 14:25:55.027417
14717338,91099410,Shared room,,Inner Western Sydney,1,0.0,1,1.0,55.0,,-33.863381,151.081548,2017-01-25 14:25:55.025235
8559496,26395164,Shared room,,Inner Sydney,9,5.0,2,1.0,46.0,,-33.92427,151.187502,2017-01-25 14:25:55.022235
12475575,38799083,Shared room,,Inner Western Sydney,3,3.5,2,1.0,46.0,,-33.872332,151.095098,2017-01-25 14:25:55.019883
14282448,15148189,Shared room,,Northern Beaches,1,0.0,1,1.0,55.0,,-33.798715,151.282991,2017-01-25 14:25:55.017592
10076370,51300639,Shared room,,Inner Sydney,2,0.0,2,1.0,46.0,,-33.881174,151.19727,2017-01-25 14:25:55.015131
14288324,73274463,Shared room,,Inner Western Sydney,3,4.5,2,1.0,54.0,,-33.828557,151.085882,2017-01-25 14:25:55.012889
15946609,103516662,Shared room,,Lower Northern Sydney,0,0.0,2,1.0,62.0,,-33.812664,151.081916,2017-01-25 14:25:55.008460
9943794,12943138,Shared room,,Northern Beaches,12,5.0,1,1.0,46.0,,-33.782301,151.285321,2017-01-25 14:25:55.005694
4893946,24565440,Shared room,,Eastern Suburbs,0,0.0,2,1.0,46.0,,-33.919885,151.226678,2017-01-25 14:25:54.998691
16046692,53003277,Shared room,,Inner Sydney,5,4.5,1,1.0,46.0,,-33.88483,151.202894,2017-01-25 14:25:54.995026
4881276,24893654,Shared room,,Inner Sydney,0,0.0,1,1.0,59.0,,-33.879387,151.206978,2017-01-25 14:25:54.992068
16570791,105499392,Shared room,,Central Western Sydney,0,0.0,1,1.0,43.0,,-33.817368,151.050425,2017-01-25 14:25:54.989683
16471663,97434038,Shared room,,Inner Sydney,0,0.0,1,1.0,47.0,,-33.876999,151.203774,2017-01-25 14:25:54.987588
16124152,9585881,Shared room,,Inner Sydney,1,0.0,2,1.0,43.0,,-33.892848,151.213029,2017-01-25 14:25:54.984830
11556975,61033535,Shared room,,Eastern Suburbs,0,0.0,2,1.0,43.0,,-33.886479,151.27316,2017-01-25 14:25:54.982009
10437118,9551515,Shared room,,Eastern Suburbs,0,0.0,1,1.0,59.0,,-33.897695,151.257499,2017-01-25 14:25:53.413232
15931262,103384628,Shared room,,Eastern Suburbs,2,0.0,2,1.0,55.0,,-33.908785,151.221947,2017-01-25 14:25:53.410954
16817337,18359745,Shared room,,Inner Sydney,0,0.0,1,1.0,46.0,,-33.87929,151.195849,2017-01-25 14:25:53.408790
12771248,69487328,Shared room,,Eastern Suburbs,0,0.0,1,1.0,52.0,,-33.883598,151.276339,2017-01-25 14:25:53.406012
11970764,63952900,Shared room,,Lower Northern Sydney,0,0.0,2,1.0,50.0,,-33.827963,151.189051,2017-01-25 14:25:53.403736
4988924,11561239,Shared room,,Eastern Suburbs,0,0.0,1,1.0,55.0,,-33.900699,151.256336,2017-01-25 14:25:53.401792
14080888,81812160,Shared room,,Northern Beaches,2,0.0,1,1.0,48.0,,-33.709268,151.302668,2017-01-25 14:25:53.399637
16057306,55372712,Shared room,,Eastern Suburbs,5,5.0,2,1.0,43.0,,-33.905212,151.22384,2017-01-25 14:25:53.397377
11405843,52126776,Shared room,,Eastern Suburbs,10,4.5,2,1.0,50.0,,-33.922822,151.227787,2017-01-25 14:25:53.393649
14619163,90747028,Shared room,,Inner Sydney,14,4.5,1,1.0,43.0,,-33.879486,151.214691,2017-01-25 14:25:53.390687
16054343,104543792,Shared room,,Central Northern Sydney,0,0.0,4,1.0,50.0,,-33.756349,150.961756,2017-01-25 14:25:53.388576
10388637,53481851,Shared room,,Inner Sydney,0,0.0,2,1.0,55.0,,-33.877489,151.196973,2017-01-25 14:25:53.386350
16561666,5088183,Shared room,,Inner Western Sydney,0,0.0,2,1.0,50.0,,-33.86675,151.142732,2017-01-25 14:25:53.382515
16587744,109380884,Shared room,,St George-Sutherland,0,0.0,1,1.0,50.0,,-33.93146,151.150595,2017-01-25 14:25:53.379358
10248473,40661250,Shared room,,Canterbury-Bankstown,0,0.0,2,1.0,55.0,,-33.924076,151.091241,2017-01-25 14:25:53.376664
11343184,15065953,Shared room,,Lower Northern Sydney,5,4.0,2,1.0,43.0,,-33.766821,151.105672,2017-01-25 14:25:53.374249
10929804,56663585,Shared room,,Inner Sydney,0,0.0,2,1.0,52.0,,-33.878651,151.197593,2017-01-25 14:25:53.371255
16408139,97434038,Shared room,,Inner Sydney,1,0.0,1,1.0,56.0,,-33.875338,151.204917,2017-01-25 14:25:51.925619
16151081,5899756,Shared room,,Eastern Suburbs,2,0.0,2,1.0,55.0,,-33.944735,151.251149,2017-01-25 14:25:51.919660
