room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
11156,40855,Private room,,Inner Sydney,82,4.5,1.0,1.0,65.0,2.0,-33.869342,151.226878,2015-03-21 04:58:06.085
12351,17061,Private room,,Inner Sydney,241,5.0,2.0,1.0,120.0,2.0,-33.865153,151.191896,2015-03-21 01:36:52.952
13782,12894,Entire home/apt,,Eastern Suburbs,27,5.0,2.0,1.0,80.0,3.0,-33.888662,151.248351,2015-03-21 07:41:43.825
14250,55948,Entire home/apt,,Northern Beaches,0,,,3.0,351.0,7.0,-33.800929,151.261722,2015-03-21 05:49:48.155
86853,476047,Entire home/apt,,Eastern Suburbs,22,4.5,4.0,2.0,196.0,2.0,-33.894804,151.267428,2015-03-21 01:50:42.393
14935,58796,Private room,,Inner Sydney,64,4.5,2.0,1.0,65.0,1.0,-33.890765,151.20045,2015-03-21 02:34:51.240
14974,58796,Shared room,,Inner Sydney,54,4.5,1.0,1.0,35.0,1.0,-33.889667,151.200896,2015-03-21 04:08:06.939
15253,59850,Private room,,Inner Sydney,112,4.5,2.0,1.0,120.0,2.0,-33.880455,151.216541,2015-03-21 05:00:38.931
20865,64282,Entire home/apt,,Inner Sydney,6,5.0,,4.0,476.0,4.0,-33.859072,151.172753,2015-03-21 04:16:14.729
26174,110561,Private room,,Eastern Suburbs,9,4.5,1.0,1.0,90.0,2.0,-33.889087,151.259404,2015-03-21 01:35:00.068
27155,116337,Entire home/apt,,Inner Sydney,84,4.5,4.0,2.0,211.0,3.0,-33.882622,151.190222,2015-03-20 23:53:47.827
38073,103476,Entire home/apt,,Lower Northern Sydney,37,5.0,4.0,1.0,170.0,1.0,-33.833147,151.209516,2015-03-21 06:28:57.902
39348,168828,Entire home/apt,,Eastern Suburbs,0,,2.0,1.0,100.0,7.0,-33.884821,151.282945,2015-03-21 06:15:39.545
44545,112237,Entire home/apt,,Inner Sydney,34,5.0,2.0,1.0,175.0,,-33.879978,151.213753,2015-03-20 23:11:06.860
45440,201611,Entire home/apt,,Eastern Suburbs,5,5.0,,5.0,652.0,4.0,-33.889087,151.274506,2015-03-21 04:14:58.450
45570,126278,Private room,,Lower Northern Sydney,24,4.5,2.0,1.0,65.0,3.0,-33.834834,151.211216,2015-03-20 23:13:42.527
46763,209719,Entire home/apt,,Eastern Suburbs,50,4.5,4.0,2.0,190.0,2.0,-33.890707,151.269291,2015-03-21 05:53:11.208
54868,258244,Entire home/apt,,Eastern Suburbs,3,4.0,2.0,1.0,120.0,3.0,-33.892578,151.283492,2015-03-21 02:28:44.143
57183,1623151,Entire home/apt,,Eastern Suburbs,48,5.0,2.0,1.0,150.0,4.0,-33.891846,151.273084,2015-03-21 02:55:57.671
57733,33309,Entire home/apt,,Eastern Suburbs,41,4.5,2.0,1.0,150.0,7.0,-33.919789,151.24788,2015-03-21 04:26:20.206
58506,279955,Entire home/apt,,Lower Northern Sydney,108,4.5,4.0,1.0,120.0,2.0,-33.819268,151.236525,2015-03-21 04:37:13.911
58954,282630,Entire home/apt,,Eastern Suburbs,0,,,4.0,1010.0,7.0,-33.891763,151.242593,2015-03-21 02:03:51.058
59297,284711,Entire home/apt,,Inner Sydney,2,4.5,,4.0,261.0,10.0,-33.901988,151.193047,2015-03-21 05:30:18.953
59560,285453,Private room,,Eastern Suburbs,11,4.5,1.0,1.0,75.0,2.0,-33.901234,151.26152,2015-03-21 05:46:10.379
60644,292382,Private room,,Eastern Suburbs,12,5.0,2.0,1.0,166.0,3.0,-33.868501,151.239185,2015-03-21 08:17:11.808
61721,299170,Entire home/apt,,Eastern Suburbs,21,4.5,4.0,2.0,296.0,5.0,-33.888904,151.277257,2015-03-21 00:08:24.898
63795,311659,Entire home/apt,,Northern Beaches,12,5.0,2.0,,150.0,2.0,-33.626121,151.331511,2015-03-21 01:10:20.241
64705,316181,Private room,,Eastern Suburbs,65,5.0,2.0,1.0,95.0,3.0,-33.893057,151.260445,2015-03-21 06:50:32.348
65635,320878,Private room,,Lower Northern Sydney,24,4.5,2.0,1.0,65.0,2.0,-33.810789,151.160721,2015-03-21 03:03:26.649
66158,323771,Entire home/apt,,Inner Sydney,4,4.0,2.0,1.0,80.0,3.0,-33.872476,151.228143,2015-03-21 03:29:53.948
66301,324724,Private room,,Eastern Suburbs,139,5.0,2.0,1.0,161.0,2.0,-33.914455,151.265557,2015-03-21 09:14:25.581
66671,320878,Private room,,Lower Northern Sydney,25,4.5,1.0,1.0,65.0,2.0,-33.811383,151.160732,2015-03-21 03:32:25.845
67112,160705,Private room,,Inner Sydney,20,5.0,,1.0,75.0,3.0,-33.914996,151.1403,2015-03-21 00:41:37.211
67885,335307,Private room,,Eastern Suburbs,148,4.5,2.0,1.0,97.0,2.0,-33.884915,151.231701,2015-03-21 00:53:21.069
69428,347900,Entire home/apt,,Eastern Suburbs,33,4.0,,3.0,421.0,2.0,-33.931249,151.231508,2015-03-21 01:10:45.756
69529,348637,Private room,,Eastern Suburbs,54,4.5,2.0,1.0,50.0,3.0,-33.908542,151.250297,2015-03-21 05:09:33.552
70148,354537,Shared room,,Inner Sydney,23,5.0,1.0,1.0,35.0,1.0,-33.902255,151.202366,2015-03-20 23:17:18.492
71573,366839,Entire home/apt,,Inner Sydney,162,4.5,2.0,1.0,150.0,2.0,-33.875303,151.21208,2015-03-21 05:00:11.543
73639,17061,Private room,,Inner Sydney,190,5.0,2.0,1.0,110.0,2.0,-33.865854,151.192333,2015-03-21 05:42:11.329
74507,386265,Entire home/apt,,Inner Sydney,5,4.5,4.0,2.0,180.0,4.0,-33.875245,151.22261,2015-03-20 23:34:31.438
75702,402292,Entire home/apt,,Eastern Suburbs,70,5.0,2.0,1.0,110.0,1.0,-33.964721,151.247967,2015-03-21 06:19:42.112
76815,208592,Entire home/apt,,Lower Northern Sydney,3,4.5,2.0,2.0,93.0,30.0,-33.82157,151.245226,2015-03-20 23:44:21.006
77728,417207,Private room,,Inner Sydney,27,4.5,2.0,1.0,95.0,2.0,-33.88481,151.183685,2015-03-21 05:26:06.792
77792,417701,Private room,,Eastern Suburbs,43,5.0,2.0,1.0,89.0,3.0,-33.918005,151.243716,2015-03-21 08:04:14.726
77844,394333,Entire home/apt,,Inner Sydney,3,5.0,2.0,1.0,120.0,10.0,-33.894194,151.173898,2015-03-20 23:55:37.462
79024,425305,Entire home/apt,,Inner Sydney,84,4.5,,3.0,151.0,2.0,-33.873803,151.223621,2015-03-21 06:03:58.340
79624,429171,Private room,,Lower Northern Sydney,32,5.0,1.0,1.0,85.0,2.0,-33.830962,151.215321,2015-03-20 23:27:15.251
79912,431242,Entire home/apt,,Eastern Suburbs,8,5.0,4.0,2.0,326.0,10.0,-33.906504,151.264591,2015-03-21 00:42:10.620
80470,434914,Private room,,Lower Northern Sydney,6,5.0,5.0,1.0,501.0,6.0,-33.829992,151.218311,2015-03-21 02:32:36.260
84137,459562,Entire home/apt,,Eastern Suburbs,3,4.5,4.0,2.0,181.0,7.0,-33.890196,151.239913,2015-03-21 05:47:11.253
85050,465560,Private room,,Northern Beaches,2,3.0,2.0,1.0,150.0,1.0,-33.620937,151.334999,2015-03-21 01:24:11.045
85403,465560,Entire home/apt,,Northern Beaches,2,1.5,3.0,1.0,171.0,7.0,-33.79096,151.283312,2015-03-21 05:14:34.756
87634,453466,Private room,,Inner Sydney,35,5.0,2.0,1.0,89.0,3.0,-33.911664,151.205961,2015-03-21 02:21:51.373
92853,407155,Entire home/apt,,Inner Sydney,7,5.0,,3.0,351.0,7.0,-33.861546,151.175738,2015-03-21 06:17:32.313
92993,493005,Entire home/apt,,Eastern Suburbs,4,4.5,4.0,2.0,241.0,7.0,-33.951083,151.250997,2015-03-21 01:42:08.278
331834,681876,Private room,,Canterbury-Bankstown,5,4.5,2.0,1.0,40.0,5.0,-33.913982,151.101153,2015-03-21 01:23:44.779
331837,681876,Private room,,Canterbury-Bankstown,5,4.5,2.0,1.0,40.0,5.0,-33.915554,151.102422,2015-03-21 01:31:29.677
103273,172878,Entire home/apt,,Eastern Suburbs,26,4.5,4.0,2.0,160.0,2.0,-33.889228,151.283999,2015-03-21 03:19:18.874
103395,539258,Private room,,Northern Beaches,42,4.5,4.0,1.0,151.0,2.0,-33.790308,151.278775,2015-03-21 08:13:59.614
104380,543277,Entire home/apt,,Eastern Suburbs,14,4.5,4.0,2.0,171.0,3.0,-33.888846,151.278274,2015-03-21 06:36:33.408
104393,543277,Entire home/apt,,Eastern Suburbs,22,4.5,5.0,2.0,231.0,7.0,-33.887254,151.277556,2015-03-21 07:10:05.795
331839,681876,Private room,,Canterbury-Bankstown,6,4.0,2.0,1.0,40.0,5.0,-33.914111,151.100786,2015-03-21 01:36:44.553
109116,563935,Entire home/apt,,Eastern Suburbs,1,5.0,5.0,3.0,226.0,3.0,-33.886517,151.272567,2015-03-21 01:30:34.873
110790,447031,Entire home/apt,,Eastern Suburbs,7,5.0,3.0,2.0,100.0,2.0,-33.889269,151.256921,2015-03-21 07:03:07.727
112268,380356,Private room,,Inner Sydney,3,5.0,2.0,1.0,140.0,2.0,-33.867847,151.189164,2015-03-21 04:40:16.668
115256,95579,Private room,,Inner Sydney,71,5.0,2.0,1.0,80.0,2.0,-33.900861,151.183223,2015-03-21 01:20:09.108
130970,644516,Private room,,Inner Sydney,18,5.0,1.0,1.0,70.0,1.0,-33.89396,151.204949,2015-03-21 05:13:48.971
135691,501973,Private room,,Eastern Suburbs,20,4.5,2.0,1.0,95.0,3.0,-33.889497,151.260448,2015-03-20 23:34:06.803
143048,688781,Entire home/apt,,Inner Sydney,124,5.0,4.0,2.0,201.0,2.0,-33.901199,151.180312,2015-03-21 07:06:21.648
153444,733574,Entire home/apt,,Inner Sydney,26,4.5,2.0,1.0,120.0,2.0,-33.87274,151.223799,2015-03-21 03:06:33.526
365806,1847265,Private room,,Lower Northern Sydney,4,5.0,4.0,1.0,80.0,2.0,-33.824732,151.229427,2015-03-21 08:39:28.351
161235,3172,Entire home/apt,,Eastern Suburbs,12,4.5,4.0,2.0,381.0,3.0,-33.888585,151.267869,2015-03-21 07:35:11.745
161905,153987,Entire home/apt,,Inner Sydney,3,5.0,2.0,2.0,180.0,4.0,-33.870543,151.228599,2015-03-21 03:38:27.633
162941,778312,Private room,,Inner Sydney,7,5.0,1.0,1.0,97.0,2.0,-33.891765,151.203262,2015-03-21 04:06:29.659
170511,324724,Private room,,Eastern Suburbs,84,5.0,1.0,1.0,110.0,2.0,-33.916,151.265632,2015-03-20 23:45:23.087
172961,825682,Private room,,Inner Sydney,5,4.5,2.0,1.0,89.0,3.0,-33.89745,151.208521,2015-03-21 05:29:41.338
196170,954703,Entire home/apt,,Eastern Suburbs,3,4.5,2.0,2.0,145.0,14.0,-33.8937,151.267381,2015-03-21 02:04:16.821
198170,967089,Private room,,Inner Sydney,28,4.0,2.0,1.0,49.0,3.0,-33.9027,151.164722,2015-03-21 00:08:43.015
199043,972136,Private room,,Inner Sydney,58,5.0,2.0,1.0,85.0,3.0,-33.914642,151.211254,2015-03-21 04:20:07.464
200868,972136,Private room,,Eastern Suburbs,47,4.5,2.0,1.0,80.0,3.0,-33.91419,151.212651,2015-03-21 05:35:24.718
201698,981841,Entire home/apt,,Canterbury-Bankstown,6,4.5,,3.0,266.0,4.0,-33.910616,151.096701,2015-03-21 08:09:30.307
205926,1013019,Shared room,,Inner Sydney,26,3.0,,1.0,28.0,1.0,-33.874104,151.218267,2015-03-21 03:10:47.110
209521,1032702,Entire home/apt,,Inner Sydney,6,5.0,4.0,2.0,251.0,7.0,-33.88582,151.219192,2015-03-21 03:37:33.596
209776,459562,Entire home/apt,,Eastern Suburbs,8,3.5,3.0,1.0,182.0,7.0,-33.890172,151.23991,2015-03-21 03:35:14.253
210528,3172,Entire home/apt,,Eastern Suburbs,14,4.5,4.0,2.0,380.0,2.0,-33.888199,151.267739,2015-03-21 02:56:38.160
211037,1061051,Entire home/apt,,Inner Sydney,16,5.0,4.0,1.0,169.0,1.0,-33.879113,151.214037,2015-03-21 02:49:42.563
213931,1095824,Entire home/apt,,Eastern Suburbs,86,5.0,5.0,2.0,136.0,4.0,-33.894202,151.244492,2015-03-21 05:52:15.395
219030,490291,Entire home/apt,,Eastern Suburbs,40,4.5,,3.0,261.0,4.0,-33.898367,151.265054,2015-03-21 05:03:07.427
220576,1143534,Entire home/apt,,Inner Sydney,53,5.0,2.0,1.0,176.0,1.0,-33.874482,151.227426,2015-03-21 05:26:17.577
