room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
11156,40855,Private room,,Inner Sydney,67,4.5,1,1.0,66.0,2,-33.869342,151.226878,2014-09-27 03:59:22.524
12351,17061,Private room,,Inner Sydney,212,5.0,2,1.0,100.0,2,-33.865153,151.191896,2014-09-27 02:26:00.125
13782,12894,Entire home/apt,,Eastern Suburbs,15,5.0,2,1.0,76.0,3,-33.888662,151.248351,2014-09-27 05:11:47.989
14935,58796,Private room,,Inner Sydney,48,4.5,2,1.0,66.0,1,-33.890765,151.20045,2014-09-27 02:52:29.621
14974,58796,Shared room,,Inner Sydney,37,4.5,1,1.0,40.0,1,-33.889667,151.200896,2014-09-27 03:37:05.586
15253,59850,Private room,,Inner Sydney,98,4.5,2,1.0,121.0,2,-33.880455,151.216541,2014-09-27 04:00:27.937
20865,64282,Entire home/apt,,Inner Sydney,3,4.5,8,4.0,504.0,7,-33.859072,151.172753,2014-09-27 03:40:53.183
26174,110561,Private room,,Eastern Suburbs,7,4.5,1,1.0,81.0,2,-33.889087,151.259404,2014-09-27 02:25:25.729
26741,113874,Entire home/apt,,Eastern Suburbs,6,4.0,4,1.0,104.0,2,-33.891581,151.283278,2014-09-27 03:27:32.472
27155,116337,Entire home/apt,,Inner Sydney,74,4.5,4,2.0,191.0,3,-33.882622,151.190222,2014-09-27 01:41:31.910
27495,113874,Entire home/apt,,Eastern Suburbs,4,4.5,4,2.0,194.0,3,-33.885855,151.256987,2014-09-27 03:11:10.508
27564,113874,Entire home/apt,,Eastern Suburbs,5,4.0,4,2.0,174.0,3,-33.889376,151.285521,2014-09-27 04:23:04.336
32293,132063,Private room,,Inner Sydney,45,4.5,2,1.0,98.0,3,-33.883227,151.176001,2014-09-27 01:58:49.354
38073,103476,Entire home/apt,,Lower Northern Sydney,26,5.0,4,1.0,140.0,3,-33.833147,151.209516,2014-09-27 04:39:28.470
42457,185470,Entire home/apt,,Eastern Suburbs,10,4.5,4,2.0,191.0,3,-33.864774,151.281048,2014-09-27 05:15:22.081
45440,201611,Entire home/apt,,Eastern Suburbs,3,4.5,11,5.0,655.0,4,-33.889087,151.274506,2014-09-27 03:40:22.958
45570,126278,Private room,,Lower Northern Sydney,24,4.5,2,1.0,66.0,1,-33.834834,151.211216,2014-09-27 01:23:17.300
46763,209719,Entire home/apt,,Eastern Suburbs,33,5.0,4,2.0,190.0,2,-33.891367,151.269749,2014-09-27 04:22:23.934
54868,258244,Entire home/apt,,Eastern Suburbs,1,4.0,2,1.0,131.0,3,-33.892578,151.283492,2014-09-27 02:49:13.823
56842,113874,Entire home/apt,,Eastern Suburbs,2,4.0,2,1.0,154.0,5,-33.889633,151.283553,2014-09-27 01:32:52.178
57183,1623151,Entire home/apt,,Eastern Suburbs,37,4.5,2,1.0,151.0,4,-33.891846,151.273084,2014-09-27 03:02:04.274
57733,33309,Entire home/apt,,Eastern Suburbs,32,4.5,2,1.0,151.0,6,-33.919789,151.24788,2014-09-27 03:45:49.491
58506,279955,Entire home/apt,,Lower Northern Sydney,90,4.5,4,1.0,121.0,2,-33.819268,151.236525,2014-09-27 03:50:47.490
58954,282630,Entire home/apt,,Eastern Suburbs,0,,8,4.0,529.0,7,-33.891763,151.242593,2014-09-27 02:38:54.995
59297,284711,Entire home/apt,,Inner Sydney,2,4.5,8,4.0,262.0,10,-33.901988,151.193047,2014-09-27 04:12:36.916
60644,292382,Private room,,Eastern Suburbs,7,4.5,2,1.0,161.0,3,-33.868501,151.239185,2014-09-27 05:28:56.371
60943,294457,Private room,,Eastern Suburbs,5,4.5,2,1.0,81.0,2,-33.884465,151.236515,2014-09-27 01:37:30.013
61721,299170,Entire home/apt,,Eastern Suburbs,15,4.5,4,2.0,247.0,5,-33.888904,151.277257,2014-09-27 01:47:43.357
63795,311659,Entire home/apt,,Northern Beaches,7,5.0,2,1.0,151.0,2,-33.626121,151.331511,2014-09-27 02:14:33.998
64705,316181,Private room,,Eastern Suburbs,51,5.0,2,1.0,96.0,3,-33.893057,151.260445,2014-09-27 04:48:58.804
65100,318267,Entire home/apt,,Eastern Suburbs,6,4.5,3,2.0,242.0,3,-33.894465,151.269956,2014-09-27 02:41:22.274
65635,320878,Private room,,Lower Northern Sydney,11,5.0,2,1.0,66.0,2,-33.810789,151.160721,2014-09-27 03:05:51.426
66009,322887,Private room,,Eastern Suburbs,1,5.0,2,1.0,101.0,3,-33.883271,151.227247,2014-09-27 05:14:35.130
66301,324724,Private room,,Eastern Suburbs,120,5.0,2,1.0,151.0,2,-33.914455,151.265557,2014-09-27 05:55:50.606
66671,320878,Private room,,Lower Northern Sydney,16,4.5,1,1.0,60.0,2,-33.811383,151.160732,2014-09-27 03:19:39.052
67112,160705,Private room,,Inner Sydney,17,5.0,6,1.0,76.0,3,-33.914996,151.1403,2014-09-27 02:01:44.379
67885,335307,Private room,,Eastern Suburbs,127,4.5,2,1.0,98.0,2,-33.884915,151.231701,2014-09-27 02:06:58.554
69428,347900,Entire home/apt,,Eastern Suburbs,27,4.0,8,3.0,423.0,2,-33.931249,151.231508,2014-09-27 02:14:36.846
69529,348637,Private room,,Eastern Suburbs,51,4.5,2,1.0,50.0,2,-33.908542,151.250297,2014-09-27 04:03:58.534
70148,354537,Shared room,,Inner Sydney,20,5.0,1,1.0,35.0,1,-33.902255,151.202366,2014-09-27 01:24:59.201
71573,366839,Entire home/apt,,Inner Sydney,131,4.5,2,1.0,151.0,2,-33.875303,151.21208,2014-09-27 04:00:15.298
71866,292913,Entire home/apt,,Eastern Suburbs,1,5.0,4,2.0,194.0,7,-33.911128,151.251651,2014-09-27 04:40:15.170
71867,292913,Entire home/apt,,Eastern Suburbs,2,,4,2.0,194.0,5,-33.904108,151.251718,2014-09-27 04:41:42.709
73639,17061,Private room,,Inner Sydney,154,5.0,2,1.0,91.0,2,-33.865854,151.192333,2014-09-27 04:17:59.310
74507,386265,Entire home/apt,,Inner Sydney,2,5.0,4,2.0,151.0,4,-33.875245,151.22261,2014-09-27 01:33:08.908
75702,402292,Entire home/apt,,Eastern Suburbs,56,5.0,2,1.0,131.0,1,-33.964721,151.247967,2014-09-27 04:35:32.343
76815,208592,Entire home/apt,,Lower Northern Sydney,0,,2,2.0,126.0,4,-33.82157,151.245226,2014-09-27 01:36:47.819
77537,415819,Entire home/apt,,Eastern Suburbs,16,4.5,4,2.0,297.0,1,-33.890105,151.283709,2014-09-27 05:23:37.920
77728,417207,Private room,,Inner Sydney,24,5.0,2,1.0,96.0,2,-33.88481,151.183685,2014-09-27 04:11:09.351
77792,417701,Private room,,Eastern Suburbs,41,5.0,2,1.0,86.0,4,-33.918005,151.243716,2014-09-27 05:22:28.628
77844,394333,Entire home/apt,,Inner Sydney,1,5.0,2,1.0,106.0,5,-33.894194,151.173898,2014-09-27 01:42:17.256
79024,425305,Entire home/apt,,Inner Sydney,58,4.5,6,3.0,151.0,2,-33.873803,151.223621,2014-09-27 04:27:38.884
79624,429171,Private room,,Lower Northern Sydney,24,5.0,1,1.0,81.0,2,-33.830962,151.215321,2014-09-27 01:29:37.623
79912,431242,Entire home/apt,,Eastern Suburbs,4,5.0,4,2.0,378.0,14,-33.90523,151.256153,2014-09-27 02:01:52.454
80470,434914,Private room,,Lower Northern Sydney,6,5.0,5,1.0,504.0,6,-33.829992,151.218311,2014-09-27 02:51:18.433
83565,455717,Entire home/apt,,Northern Beaches,0,,2,1.0,202.0,1,-33.793403,151.283892,2014-09-27 03:17:43.617
84137,459562,Entire home/apt,,Eastern Suburbs,2,4.5,4,2.0,204.0,7,-33.890196,151.239913,2014-09-27 04:20:11.664
85050,465560,Private room,,Northern Beaches,1,3.0,2,1.0,151.0,1,-33.620937,151.334999,2014-09-27 02:21:12.716
86453,474217,Entire home/apt,,Inner Sydney,18,4.5,2,1.0,252.0,3,-33.884276,151.208824,2014-09-27 04:34:01.841
86853,476047,Entire home/apt,,Eastern Suburbs,12,4.5,4,2.0,197.0,2,-33.894804,151.267428,2014-09-27 02:32:30.377
87634,453466,Private room,,Inner Sydney,31,5.0,2,1.0,90.0,4,-33.911664,151.205961,2014-09-27 02:46:09.454
92853,407155,Entire home/apt,,Inner Sydney,6,5.0,7,3.0,353.0,7,-33.859188,151.174487,2014-09-27 04:34:15.422
92993,493005,Entire home/apt,,Eastern Suburbs,4,4.5,4,2.0,242.0,7,-33.951083,151.250997,2014-09-27 02:28:24.361
