room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7314367,26614841,Entire home/apt,,Northern Beaches,0,,9,4.0,267.0,1.0,-33.742955,151.226594,2016-06-12 03:17:06.750718
12072623,56443848,Private room,,Inner Sydney,1,,2,1.0,69.0,1.0,-33.884843,151.169369,2016-06-12 03:16:53.535182
280548,1462436,Entire home/apt,,Eastern Suburbs,7,4.5,8,4.0,916.0,7.0,-33.87008,151.240065,2016-06-12 03:16:51.080793
11769728,5818194,Entire home/apt,,Northern Beaches,1,,6,2.0,149.0,2.0,-33.603085,151.319805,2016-06-12 03:16:45.498075
6134420,31825241,Private room,,Lower Northern Sydney,0,,1,1.0,71.0,1.0,-33.762653,151.115012,2016-06-12 03:16:42.985827
9479219,36487209,Entire home/apt,,Lower Northern Sydney,0,,4,2.0,344.0,3.0,-33.85072,151.216389,2016-06-12 03:16:33.412828
13019921,66013615,Entire home/apt,,Inner Sydney,0,,4,2.0,168.0,5.0,-33.887476,151.224641,2016-06-12 03:16:21.385214
7350577,38515562,Entire home/apt,,Inner Sydney,4,5.0,4,2.0,251.0,3.0,-33.880559,151.210561,2016-06-12 03:16:13.797296
2992088,14208214,Private room,,Inner Sydney,7,4.5,2,1.0,53.0,3.0,-33.914803,151.183364,2016-06-12 03:16:03.944431
4655898,24098097,Entire home/apt,,Northern Beaches,2,,7,4.0,221.0,2.0,-33.795066,151.271889,2016-06-12 03:16:02.234343
2443225,6223057,Entire home/apt,,Inner Sydney,8,5.0,2,1.0,76.0,1.0,-33.881421,151.210662,2016-06-12 03:15:40.105021
7283268,23476889,Private room,,Inner Sydney,0,,1,1.0,34.0,14.0,-33.925486,151.213202,2016-06-12 03:15:36.403259
7736868,14867932,Entire home/apt,,Inner Sydney,6,4.5,2,1.0,134.0,2.0,-33.867874,151.201715,2016-06-12 03:15:26.922056
8583250,38198183,Private room,,Eastern Suburbs,0,,1,1.0,45.0,2.0,-33.876368,151.275304,2016-06-12 03:15:20.585679
5855366,30186299,Private room,,Eastern Suburbs,0,,1,1.0,69.0,1.0,-33.873859,151.261284,2016-06-12 03:15:18.833959
8105604,42796451,Entire home/apt,,Lower Northern Sydney,7,4.0,2,1.0,83.0,2.0,-33.840599,151.216762,2016-06-12 03:15:13.824490
4105725,16558750,Entire home/apt,,Inner Sydney,51,5.0,2,1.0,76.0,4.0,-33.867956,151.224898,2016-06-12 03:15:06.172287
2731103,13977073,Entire home/apt,,Inner Sydney,0,,4,1.0,107.0,4.0,-33.905144,151.212434,2016-06-12 03:15:03.671554
10735408,43736801,Entire home/apt,,Lower Northern Sydney,1,,12,6.0,1525.0,2.0,-33.841683,151.232509,2016-06-12 03:14:59.679224
13143741,73285967,Private room,,Inner Western Sydney,0,,2,1.0,37.0,1.0,-33.867205,151.09318,2016-06-12 03:14:43.863008
6890962,36107319,Private room,,Inner Sydney,13,4.5,6,1.0,152.0,1.0,-33.879619,151.208303,2016-06-12 03:14:39.567599
9580408,49593966,Entire home/apt,,Eastern Suburbs,0,,2,1.0,53.0,2.0,-33.892947,151.261027,2016-06-12 03:14:23.382900
10299129,2357377,Entire home/apt,,Inner Sydney,5,4.0,2,0.0,54.0,1.0,-33.887957,151.173127,2016-06-12 03:14:22.279430
5958521,30931194,Entire home/apt,,Eastern Suburbs,0,,2,1.0,92.0,2.0,-33.88503,151.256668,2016-06-12 03:14:19.379473
777184,4098267,Entire home/apt,,Inner Sydney,85,4.5,2,0.0,151.0,3.0,-33.87738,151.212416,2016-06-12 03:14:19.353260
8090896,3251508,Private room,,St George-Sutherland,2,,2,1.0,34.0,5.0,-34.048212,151.154872,2016-06-12 03:14:16.577665
8571377,4836193,Entire home/apt,,Eastern Suburbs,34,5.0,4,2.0,168.0,2.0,-33.870649,151.239711,2016-06-12 03:14:14.228361
